movie,count,Random,MostPop,UserKNN,ItemKNN,UserKNN with means,BPR,MF,PMF,NMF,WMF,HPF,NeuMF,VAECF
1094,0.057947019867549666,13,0,0,1,0,0,0,2,0,0,0,0,0
158,0.057947019867549666,9,0,0,1,0,0,4,0,0,0,0,0,7
1868,0.057947019867549666,15,0,0,2,0,0,0,0,0,0,0,0,0
55,0.057947019867549666,4,0,0,5,0,0,2,0,0,0,0,0,0
1312,0.057947019867549666,14,0,0,1,0,0,0,0,0,0,0,0,0
459,0.05778145695364238,10,0,0,1,0,0,0,0,0,0,0,0,0
1664,0.0576158940397351,13,0,0,0,0,0,0,0,0,0,0,0,1
1963,0.0576158940397351,10,0,0,1,0,0,2,0,0,0,0,0,0
1015,0.0576158940397351,11,0,0,2,0,0,2,0,0,0,76,0,0
1998,0.05728476821192053,9,0,0,0,0,0,48,0,0,0,0,0,0
1033,0.05728476821192053,6,0,0,1,0,0,1,0,0,0,0,0,0
1864,0.05728476821192053,4,0,0,1,0,0,0,0,0,0,0,0,0
2144,0.05728476821192053,15,0,0,2,0,0,0,0,0,0,0,0,0
1417,0.05728476821192053,5,0,0,0,0,0,0,0,0,0,0,0,0
2343,0.057119205298013245,15,0,0,2,0,0,0,0,0,0,0,0,0
1383,0.057119205298013245,9,0,0,2,0,0,0,0,0,0,0,0,0
1166,0.057119205298013245,13,0,0,1,0,0,263,14,0,0,0,0,0
1846,0.057119205298013245,13,0,0,0,0,0,22,0,0,0,0,0,0
152,0.05695364238410596,12,0,0,4,0,0,52,74,0,0,0,0,2
511,0.05695364238410596,9,0,0,0,0,0,15,0,0,0,0,0,0
24,0.05695364238410596,6,0,0,0,0,0,40,1,0,0,0,0,0
518,0.05695364238410596,13,0,0,1,0,0,1,0,0,0,0,0,0
1649,0.05678807947019868,8,0,0,0,0,0,1,0,0,0,0,0,0
1761,0.05678807947019868,11,0,0,5,0,0,10,0,0,0,0,0,11
620,0.05678807947019868,10,0,0,2,0,0,5,0,0,0,0,0,0
697,0.05662251655629139,17,0,0,0,0,0,0,2,0,0,0,0,0
1168,0.05645695364238411,10,0,0,2,0,0,32,6,0,0,0,0,0
1091,0.05645695364238411,10,0,0,0,0,0,0,2,0,0,0,0,12
1051,0.05645695364238411,9,0,0,1,0,0,1,1,0,0,0,0,0
2158,0.05645695364238411,8,0,0,0,0,0,0,0,0,0,0,0,8
304,0.056291390728476824,8,0,0,0,0,0,0,1,0,0,0,0,0
1225,0.05612582781456953,18,0,0,0,0,0,0,0,0,0,0,0,2
742,0.05612582781456953,13,0,0,0,0,0,6,3,0,0,0,0,0
1208,0.05596026490066225,7,0,0,1,0,0,3,0,0,0,0,0,0
1119,0.05596026490066225,10,0,0,2,0,0,2,0,0,0,0,0,13
1290,0.05596026490066225,5,0,0,1,0,0,5,0,0,0,0,0,0
49,0.05596026490066225,13,0,0,1,0,0,0,0,0,0,0,0,0
66,0.055794701986754965,8,0,0,0,0,0,0,0,0,0,0,0,0
1801,0.055463576158940396,13,0,0,5,0,0,0,0,0,0,0,0,0
2483,0.05529801324503311,8,0,0,2,0,0,43,157,0,0,2,0,2
452,0.05513245033112583,9,0,0,3,0,0,1,1,0,0,0,0,0
934,0.05496688741721854,11,0,0,0,0,0,0,1,0,0,0,0,0
526,0.05480132450331126,6,0,0,1,0,0,10,0,0,0,0,0,0
108,0.05480132450331126,6,0,0,2,0,0,1,0,0,0,0,0,0
345,0.054635761589403975,7,0,0,1,0,0,11,0,0,0,0,0,0
974,0.054635761589403975,8,0,0,0,0,0,3,0,0,0,0,1,3
1584,0.054635761589403975,11,0,0,4,0,0,43,43,0,0,0,0,1
1024,0.05447019867549669,15,0,0,1,0,0,0,0,0,0,0,0,4
1855,0.054304635761589407,9,0,0,0,0,0,0,0,0,0,0,0,0
1590,0.054304635761589407,9,0,0,2,0,0,3,1,0,0,0,0,0
1263,0.054304635761589407,3,0,0,2,0,0,47,0,0,0,8,0,8
497,0.05413907284768212,9,0,0,2,0,0,81,0,0,0,0,0,0
81,0.05413907284768212,8,0,0,2,0,0,0,0,0,0,0,0,0
1338,0.05397350993377483,8,0,0,3,0,0,0,0,0,0,0,0,1
1376,0.05397350993377483,9,0,0,2,0,0,8,0,0,0,0,0,0
1542,0.05380794701986755,4,0,0,7,0,0,15,1,0,0,0,0,1
1156,0.05380794701986755,4,0,0,4,0,0,5,0,0,0,0,0,0
1578,0.05380794701986755,4,0,0,2,0,0,14,4,0,0,0,0,2
377,0.05380794701986755,16,0,0,5,0,0,104,76,0,0,0,0,0
763,0.05380794701986755,10,0,0,1,0,0,22,0,0,0,0,0,0
1717,0.05364238410596026,17,0,0,1,0,0,1,0,0,0,0,0,0
1583,0.05364238410596026,9,0,0,1,0,0,1,1,0,0,0,0,0
388,0.05347682119205298,12,0,0,0,0,0,1,0,0,0,0,0,3
1516,0.053311258278145694,8,0,0,3,0,0,9,0,0,0,0,0,8
1843,0.05314569536423841,11,0,0,1,0,0,8,1,0,0,0,0,0
926,0.05314569536423841,19,0,0,3,0,0,0,0,0,0,0,0,0
1192,0.05314569536423841,13,0,0,0,0,0,0,0,0,0,0,0,0
471,0.05314569536423841,6,0,0,1,0,0,11,4,0,0,0,0,0
845,0.052980132450331126,9,0,0,0,0,0,45,0,0,0,0,0,14
334,0.052980132450331126,11,0,0,2,0,0,126,0,0,0,0,0,0
2235,0.05281456953642384,10,0,0,3,0,0,118,0,0,0,0,0,0
2109,0.05281456953642384,8,0,0,2,0,0,6,0,2,0,0,0,0
1939,0.05281456953642384,9,0,0,0,0,0,2,0,0,0,0,0,0
680,0.05281456953642384,13,0,0,2,0,0,0,0,0,0,0,0,0
1289,0.05264900662251656,8,0,0,2,0,0,3,0,0,0,0,0,0
2227,0.05248344370860927,9,0,0,3,0,0,61,0,0,0,0,0,1
1083,0.05248344370860927,9,0,0,0,0,0,0,0,0,0,0,0,0
265,0.05248344370860927,7,0,0,0,0,0,4,0,0,0,0,0,0
1563,0.05248344370860927,9,0,0,5,0,0,2,0,0,0,0,0,0
1141,0.05248344370860927,7,0,0,1,0,0,6,3,0,0,0,0,3
269,0.05231788079470199,12,0,0,3,0,0,47,0,0,0,0,0,0
1351,0.052152317880794705,8,0,0,0,0,0,2,0,0,0,0,0,0
475,0.052152317880794705,8,0,0,3,0,0,5,0,0,0,0,0,0
468,0.05198675496688742,15,0,0,9,0,0,10,14,0,0,0,0,0
2018,0.05198675496688742,13,0,0,3,0,0,92,0,0,0,0,0,0
1836,0.051655629139072845,6,0,0,0,0,0,0,0,0,0,0,0,0
777,0.051655629139072845,13,0,0,2,0,0,10,0,0,0,0,0,0
1096,0.051655629139072845,13,0,0,7,0,0,6,0,0,0,0,0,0
1832,0.051655629139072845,10,0,0,1,0,0,0,0,0,0,0,0,0
1078,0.05149006622516556,3,0,0,0,0,0,0,0,0,0,0,0,0
834,0.05132450331125828,12,0,0,2,0,0,50,1,0,0,0,0,0
1151,0.05115894039735099,9,0,0,0,0,0,2,0,0,0,0,0,6
1668,0.05099337748344371,11,0,0,5,0,0,0,0,0,0,0,0,0
812,0.05099337748344371,11,0,0,0,0,0,23,8,0,0,0,0,0
2232,0.05099337748344371,14,0,0,13,0,0,11,10,0,1,0,0,12
351,0.050827814569536424,11,0,0,4,0,0,61,0,0,0,0,0,1
1595,0.05066225165562914,11,0,0,0,0,0,5,0,0,0,0,0,3
404,0.05066225165562914,10,0,0,0,0,0,0,0,0,0,0,0,0
1570,0.05066225165562914,8,0,0,2,0,0,1,0,0,0,0,0,12
1182,0.05066225165562914,14,0,0,0,0,0,66,13,0,0,0,0,0
2127,0.05066225165562914,11,0,0,2,0,0,0,0,0,0,0,0,0
1260,0.05066225165562914,10,0,0,3,0,0,35,36,0,0,0,0,0
1610,0.050496688741721855,15,0,0,2,0,0,56,0,0,0,0,0,0
2671,0.050496688741721855,11,0,0,0,0,0,1,0,0,0,0,0,6
1497,0.050496688741721855,12,0,0,19,0,0,55,97,0,0,0,0,0
582,0.050496688741721855,10,0,0,3,0,0,30,1,0,0,0,0,0
1579,0.050496688741721855,11,0,0,1,0,0,14,0,0,0,0,0,0
832,0.05033112582781457,6,0,0,4,0,0,8,0,0,0,0,0,0
2066,0.05033112582781457,8,0,0,2,0,0,4,0,0,0,0,0,8
281,0.05033112582781457,6,0,0,3,0,0,125,1,0,0,0,0,0
892,0.05033112582781457,11,0,0,1,0,0,13,0,0,0,0,0,0
1079,0.05033112582781457,10,0,0,2,0,0,0,0,0,0,0,0,0
1485,0.05033112582781457,15,0,0,4,0,0,99,40,0,0,3,0,18
1716,0.05033112582781457,9,0,0,0,0,0,0,0,0,0,0,0,0
389,0.05033112582781457,6,0,0,1,0,0,0,0,0,0,0,0,2
1363,0.05016556291390729,17,0,0,1,0,0,0,0,0,0,0,0,0
592,0.05016556291390729,13,0,0,0,0,0,4,0,0,0,0,0,0
1628,0.05,9,0,0,0,0,0,0,0,0,0,0,0,7
1501,0.05,14,0,0,0,0,0,12,0,0,0,0,0,0
874,0.05,6,0,0,0,0,0,0,0,0,0,0,0,0
907,0.05,10,0,0,1,0,0,0,0,0,0,0,0,0
544,0.05,11,0,0,0,0,0,1,18,0,0,0,0,0
1073,0.04983443708609272,13,0,0,0,0,0,0,8,0,0,0,0,1
1243,0.04983443708609272,6,0,0,3,0,0,13,0,0,0,0,0,0
650,0.04983443708609272,7,0,0,2,0,0,23,1,0,0,0,0,0
2491,0.04983443708609272,12,0,0,3,0,0,14,2,1,0,0,0,1
1474,0.04983443708609272,11,0,0,1,0,0,35,10,0,0,0,0,0
751,0.04966887417218543,13,0,0,1,0,0,17,1,0,0,0,0,0
2039,0.04966887417218543,11,0,0,2,0,0,30,2,0,0,0,0,0
1029,0.04966887417218543,7,0,0,0,0,0,2,0,0,0,0,0,0
2292,0.04966887417218543,9,0,0,0,0,0,3,0,0,0,3,0,16
984,0.04966887417218543,12,0,0,0,0,0,4,0,0,0,0,0,0
1457,0.04950331125827814,11,0,0,7,0,0,62,143,53,0,0,0,0
356,0.04933774834437086,7,0,0,10,0,0,11,19,0,0,0,0,0
1107,0.04933774834437086,12,0,0,3,0,0,16,0,0,0,0,0,0
604,0.04933774834437086,10,0,0,0,0,0,0,0,0,0,0,0,0
1171,0.04933774834437086,14,0,0,0,0,0,5,0,0,0,0,0,0
888,0.04933774834437086,9,0,0,0,0,0,0,0,0,0,0,0,0
1299,0.049172185430463575,5,0,0,2,0,0,27,11,0,0,0,0,0
300,0.049172185430463575,9,0,0,0,0,0,1,1,0,0,0,0,0
1334,0.04900662251655629,11,0,0,1,0,0,0,4,0,0,0,0,0
627,0.048841059602649006,9,0,0,1,0,0,0,0,0,0,0,0,0
353,0.048841059602649006,11,0,0,3,0,0,29,0,0,0,0,0,0
1634,0.048841059602649006,11,0,0,0,0,0,2,0,0,0,0,0,0
1724,0.048841059602649006,12,0,0,0,0,0,0,0,0,0,0,0,0
1557,0.048841059602649006,13,0,0,3,0,0,8,0,0,0,0,0,0
2133,0.048841059602649006,13,0,0,3,0,0,136,4,0,0,5,0,0
1139,0.048841059602649006,13,0,0,0,0,0,0,9,0,0,0,0,1
1666,0.048841059602649006,11,0,0,1,0,0,3,0,0,0,0,0,0
1403,0.04867549668874172,9,0,0,4,0,0,0,0,0,0,0,0,0
824,0.04867549668874172,14,0,0,3,0,0,7,0,0,0,0,0,0
2416,0.04867549668874172,3,0,0,2,0,0,0,0,0,0,0,0,1
1221,0.04850993377483444,12,0,0,0,0,0,0,0,0,0,0,0,0
671,0.04850993377483444,12,0,0,3,0,0,2,0,0,0,0,0,0
1921,0.048344370860927154,12,0,0,2,0,0,28,0,0,0,0,0,2
985,0.048344370860927154,12,0,0,5,0,0,3,0,0,0,0,0,2
722,0.04817880794701987,7,0,0,1,0,0,18,0,0,0,0,0,0
636,0.04817880794701987,4,0,0,2,0,0,9,3,0,0,0,0,0
1407,0.04817880794701987,9,0,0,1,0,0,19,1,0,0,0,0,0
1265,0.048013245033112585,17,0,0,0,0,0,2,0,0,0,0,0,0
1426,0.0478476821192053,10,0,0,0,0,0,23,0,0,0,0,0,4
2058,0.0478476821192053,8,0,0,0,0,0,5,1,0,0,0,0,0
1568,0.0478476821192053,12,0,0,3,0,0,0,0,0,0,0,0,0
1044,0.04768211920529802,5,0,0,1,0,0,0,0,0,0,0,0,0
806,0.04768211920529802,13,0,0,0,0,0,18,0,0,0,0,0,0
458,0.04768211920529802,13,0,0,1,0,0,0,0,0,0,0,0,0
2847,0.047516556291390726,16,0,0,0,0,0,72,2,0,0,0,0,0
1076,0.047516556291390726,8,0,0,0,0,0,0,0,0,0,0,0,0
1082,0.04735099337748344,11,0,0,1,0,0,0,0,0,0,0,0,0
835,0.04735099337748344,16,0,0,1,0,0,10,0,0,0,0,0,0
1871,0.04735099337748344,10,0,0,4,0,0,26,0,0,0,0,0,0
710,0.04718543046357616,8,0,0,0,0,0,2,0,0,0,0,0,0
613,0.04718543046357616,7,0,0,2,0,0,27,33,0,0,0,0,0
1401,0.04718543046357616,8,0,0,0,0,0,0,0,0,0,0,0,0
1962,0.04718543046357616,8,0,0,1,0,0,12,0,0,0,0,0,0
1059,0.04718543046357616,9,0,0,2,0,0,5,2,0,0,0,0,0
980,0.04701986754966887,8,0,0,0,0,0,22,0,0,0,0,0,4
466,0.04701986754966887,8,0,0,2,0,0,2,0,0,0,0,0,0
1722,0.04701986754966887,9,0,0,0,0,0,0,0,0,0,0,0,0
2141,0.046688741721854304,8,0,0,2,0,0,63,0,0,0,0,0,0
883,0.04652317880794702,13,0,0,0,0,0,0,0,0,0,0,0,0
1010,0.04652317880794702,7,0,0,0,0,0,0,0,0,0,0,0,0
893,0.046357615894039736,10,0,0,0,0,0,35,3,0,0,0,0,0
1575,0.046357615894039736,6,0,0,4,0,0,1,0,0,0,0,0,1
989,0.046357615894039736,14,0,0,1,0,0,11,1,0,0,0,0,0
915,0.046357615894039736,5,0,0,0,0,0,22,15,0,0,0,0,0
1753,0.046357615894039736,11,0,0,0,0,0,15,1,0,0,0,0,0
1229,0.04619205298013245,11,0,0,1,0,0,16,18,0,0,0,0,9
1619,0.04619205298013245,12,0,0,3,0,0,23,1,0,0,0,0,5
1093,0.04602649006622517,12,0,0,0,0,0,0,0,0,0,0,0,0
1017,0.04602649006622517,11,0,0,1,0,0,4,0,0,0,0,0,0
429,0.04586092715231788,7,0,0,1,0,0,41,23,0,0,0,0,0
1902,0.04586092715231788,13,0,0,3,0,0,16,1,0,0,0,0,0
819,0.04586092715231788,13,0,0,2,0,0,33,0,0,0,0,0,0
1673,0.04586092715231788,12,0,0,6,0,0,19,14,0,0,0,0,0
1553,0.0456953642384106,9,0,0,1,0,0,2,0,0,0,0,0,0
2250,0.0456953642384106,12,0,0,0,0,0,7,0,0,0,0,0,0
628,0.0456953642384106,8,0,0,0,0,0,6,0,0,0,0,0,0
1738,0.0456953642384106,14,0,0,3,0,0,0,0,0,0,0,0,1
652,0.04552980132450331,11,0,0,8,0,0,108,175,0,0,0,0,0
1009,0.04552980132450331,10,0,0,0,0,0,2,0,0,0,0,0,0
1631,0.04552980132450331,7,0,0,3,0,0,6,0,0,0,0,0,17
1311,0.045364238410596024,11,0,0,4,0,0,14,0,0,0,0,0,0
1385,0.045364238410596024,10,0,0,0,0,0,0,1,0,0,0,0,0
1808,0.045364238410596024,10,0,0,0,0,0,0,0,0,0,0,0,12
1520,0.045364238410596024,11,0,0,4,0,0,51,68,20,0,0,0,0
1462,0.045364238410596024,14,0,0,1,0,0,31,1,0,0,0,0,0
709,0.04519867549668874,15,0,0,1,0,0,6,0,0,0,0,0,1
430,0.04519867549668874,12,0,0,4,0,0,5,5,0,0,0,0,0
957,0.04519867549668874,10,0,0,1,0,0,69,0,0,0,0,0,0
1925,0.04519867549668874,14,0,0,0,0,0,0,0,0,0,0,0,1
966,0.04519867549668874,14,0,0,2,0,0,0,0,0,0,0,0,0
2135,0.045033112582781455,13,0,0,0,0,0,13,1,0,0,0,0,0
1984,0.045033112582781455,16,0,0,0,0,0,16,0,0,0,0,0,0
1658,0.04486754966887417,9,0,0,1,0,0,0,0,0,0,0,0,1
1848,0.04486754966887417,11,0,0,0,0,0,8,0,0,0,0,0,0
721,0.04486754966887417,15,0,0,1,0,0,37,1,0,0,0,0,0
1922,0.04486754966887417,9,0,0,7,0,0,66,390,57,1,0,0,0
736,0.04486754966887417,13,0,0,3,0,0,13,0,0,0,2,0,0
397,0.04470198675496689,9,0,0,0,0,0,2,0,0,0,0,0,0
685,0.0445364238410596,11,0,0,0,0,0,11,0,0,0,2,0,0
2556,0.0445364238410596,10,0,0,2,0,0,0,0,0,0,0,0,0
1235,0.0445364238410596,12,0,0,1,0,0,47,15,0,0,0,0,1
851,0.0445364238410596,9,0,0,0,0,0,2,0,0,0,0,0,2
391,0.0445364238410596,12,0,0,1,0,0,15,0,0,0,0,0,0
1447,0.04437086092715232,14,0,0,1,0,0,202,139,0,0,0,0,0
1810,0.04437086092715232,17,0,0,0,0,0,2,0,0,0,0,0,26
602,0.04437086092715232,4,0,0,4,0,0,24,4,0,0,0,0,0
1384,0.04437086092715232,6,0,0,0,0,0,0,0,0,0,0,0,0
1327,0.04437086092715232,9,0,0,2,0,0,20,8,0,0,0,0,0
2057,0.044205298013245034,9,0,0,0,0,0,2,1,0,0,0,0,0
1772,0.044205298013245034,8,0,0,0,0,0,0,0,0,0,0,0,1
2474,0.044205298013245034,12,0,0,3,0,0,101,71,0,0,0,0,4
1657,0.044205298013245034,6,0,0,1,0,0,6,1,0,0,0,0,0
1269,0.044205298013245034,11,0,0,0,0,0,0,0,0,0,0,0,0
1703,0.04403973509933775,10,0,0,1,0,0,3,0,0,0,0,0,0
1543,0.04403973509933775,9,0,0,4,0,0,14,0,0,0,0,0,0
1416,0.04403973509933775,12,0,0,1,0,0,11,0,0,0,0,0,0
1955,0.04403973509933775,4,0,0,1,0,0,0,0,0,0,0,0,0
1364,0.04403973509933775,13,0,0,0,0,0,0,0,0,0,0,0,0
889,0.04403973509933775,11,0,0,0,0,0,24,0,0,0,0,0,0
706,0.04403973509933775,12,0,0,3,0,0,8,0,0,0,0,0,0
1672,0.043874172185430466,10,0,0,0,0,0,1,0,0,0,0,0,0
1468,0.043874172185430466,8,0,0,0,0,0,0,3,0,0,0,0,3
303,0.043874172185430466,6,0,0,1,0,0,0,0,0,0,0,0,0
1982,0.043874172185430466,10,0,0,0,0,0,8,0,0,0,0,0,1
279,0.04370860927152318,13,0,0,1,0,0,110,0,0,0,0,0,0
914,0.04370860927152318,15,0,0,0,0,0,9,0,0,0,0,0,1
1332,0.04370860927152318,11,0,0,0,0,0,4,0,0,0,0,0,0
1824,0.04370860927152318,9,0,0,4,0,0,63,0,0,0,0,0,0
1138,0.04370860927152318,10,0,0,0,0,0,15,0,0,0,0,0,0
791,0.04370860927152318,8,0,0,2,0,0,52,0,0,0,0,0,0
844,0.0435430463576159,3,0,0,0,0,0,7,0,0,0,0,0,0
550,0.0435430463576159,6,0,0,1,0,0,10,0,0,0,0,0,0
498,0.0435430463576159,9,0,0,2,0,0,5,0,0,0,0,0,0
1045,0.043377483443708606,14,0,0,1,0,0,10,0,0,0,0,0,0
1899,0.043377483443708606,13,0,0,1,0,0,0,0,0,0,0,0,17
796,0.04321192052980132,14,0,0,1,0,0,23,0,0,0,0,0,0
1623,0.04304635761589404,12,0,0,3,0,0,13,1,0,0,0,0,6
103,0.04288079470198675,12,0,0,3,0,0,69,9,0,0,0,0,0
2094,0.04288079470198675,8,0,0,2,0,0,3,0,0,0,0,0,0
1714,0.04288079470198675,20,0,0,1,0,0,0,0,0,0,0,0,0
368,0.04288079470198675,9,0,0,0,0,0,1,0,0,0,0,0,1
1025,0.04288079470198675,11,0,0,0,0,0,0,0,0,0,0,0,0
901,0.04288079470198675,13,0,0,1,0,0,28,0,0,0,0,0,0
689,0.04271523178807947,13,0,0,2,0,0,10,0,0,0,0,0,0
2264,0.04271523178807947,15,0,0,2,0,0,0,0,0,0,0,0,0
1062,0.04271523178807947,9,0,0,0,0,0,9,1,0,0,0,0,0
674,0.042549668874172185,12,0,0,3,0,0,4,0,0,0,0,0,0
1612,0.042549668874172185,15,0,0,2,0,0,8,0,0,0,0,0,0
1339,0.042549668874172185,9,0,0,1,0,0,0,0,0,0,0,0,0
1999,0.0423841059602649,11,0,0,1,0,0,3,0,0,0,0,0,0
1737,0.0423841059602649,16,0,0,0,0,0,0,1,0,0,0,0,0
1839,0.0423841059602649,10,0,0,0,0,0,2,2,0,0,0,0,0
2099,0.04205298013245033,15,0,0,0,0,0,1,0,0,0,0,0,0
986,0.04205298013245033,6,0,0,6,0,0,19,2,0,0,0,0,0
2633,0.04205298013245033,6,0,0,3,0,0,114,1,0,0,0,0,0
2417,0.04188741721854305,12,0,0,10,0,0,14,0,0,0,0,0,0
1639,0.04188741721854305,3,0,0,3,0,0,26,0,0,0,0,0,0
1574,0.04188741721854305,10,0,0,2,0,0,0,0,0,0,0,0,0
1174,0.041721854304635764,7,0,0,1,0,0,34,0,0,0,0,0,0
2033,0.041721854304635764,7,0,0,7,0,0,50,55,0,0,0,0,0
1663,0.041721854304635764,9,0,0,0,0,0,0,0,0,0,0,0,0
875,0.041721854304635764,7,0,0,0,0,0,4,0,0,0,0,0,0
1481,0.04155629139072848,10,0,0,0,0,0,0,0,0,0,0,0,0
1817,0.04155629139072848,12,0,0,0,0,0,0,2,0,0,0,0,46
569,0.04155629139072848,14,0,0,0,0,0,0,0,0,0,0,0,0
1635,0.04155629139072848,13,0,0,1,0,0,35,53,0,0,0,0,11
1366,0.041390728476821195,5,0,0,1,0,0,0,1,0,0,0,0,0
1919,0.041390728476821195,9,0,0,0,0,0,23,0,0,0,0,0,1
1710,0.041225165562913904,14,0,0,2,0,0,30,6,1,0,0,0,0
624,0.041225165562913904,8,0,0,1,0,0,5,0,0,0,0,0,0
1524,0.04105960264900662,11,0,0,0,0,0,23,4,0,0,0,0,0
1536,0.04105960264900662,11,0,0,1,0,0,44,1,0,0,0,0,5
1865,0.04105960264900662,10,0,0,0,0,0,0,0,0,0,0,0,0
1425,0.040894039735099336,11,0,0,0,0,0,34,6,0,0,0,0,2
1367,0.040894039735099336,15,0,0,0,0,0,1,0,0,0,0,0,6
973,0.04072847682119205,6,0,0,2,0,0,52,2,0,0,0,0,0
1690,0.04072847682119205,10,0,0,0,0,0,3,0,0,0,0,0,0
1652,0.04072847682119205,9,0,0,0,0,0,125,0,0,0,0,0,2
1991,0.04056291390728477,7,0,0,1,0,0,1,0,0,0,0,0,0
1357,0.04056291390728477,10,0,0,0,0,0,2,0,0,0,0,0,0
1608,0.04056291390728477,16,0,0,2,0,0,40,8,0,0,0,0,0
2353,0.04056291390728477,7,0,0,0,0,0,1,0,0,0,0,0,6
2489,0.04056291390728477,8,0,0,1,0,0,131,2,0,0,0,0,0
1284,0.04039735099337748,10,0,0,2,0,0,181,14,0,0,0,0,0
1222,0.04039735099337748,14,0,0,0,0,0,0,0,0,0,0,0,1
1471,0.04039735099337748,15,0,0,1,0,0,7,0,0,0,0,0,0
2379,0.04039735099337748,6,0,0,0,0,0,4,0,0,0,0,0,1
1942,0.0402317880794702,11,0,0,6,0,0,75,10,0,0,0,0,0
239,0.040066225165562915,9,0,0,2,0,0,1,0,0,0,0,0,0
1852,0.040066225165562915,9,0,0,2,0,0,0,0,0,0,0,0,2
1811,0.040066225165562915,13,0,0,1,0,0,1,0,0,0,0,0,10
1987,0.040066225165562915,8,0,0,2,0,0,132,0,1,0,0,0,0
1894,0.040066225165562915,13,0,0,1,0,0,0,0,0,0,0,0,1
1281,0.03990066225165563,10,0,0,5,0,0,12,24,0,0,0,0,2
1286,0.03990066225165563,14,0,0,2,0,0,19,0,0,0,0,0,1
1879,0.03990066225165563,3,0,0,1,0,0,14,0,0,0,0,0,0
1507,0.03990066225165563,15,0,0,2,0,0,6,0,0,0,0,0,0
1386,0.039735099337748346,9,0,0,1,0,0,8,0,0,0,0,0,0
1598,0.039735099337748346,12,0,0,0,0,0,1,0,0,0,0,0,0
1321,0.03956953642384106,8,0,0,1,0,0,1,0,0,0,0,0,0
1196,0.03956953642384106,5,0,0,0,0,0,2,0,0,0,0,0,0
2577,0.03956953642384106,8,0,0,2,0,0,30,0,0,0,0,0,0
2200,0.03956953642384106,15,0,0,2,0,0,3,0,0,0,0,0,0
1217,0.03956953642384106,10,0,0,0,0,0,0,0,0,0,0,0,15
1047,0.03956953642384106,5,0,0,2,0,0,1,0,0,0,0,0,0
1540,0.03940397350993378,16,0,0,0,0,0,100,12,0,0,0,0,0
2299,0.03940397350993378,7,0,0,1,0,0,0,0,0,0,0,0,0
2540,0.03940397350993378,6,0,0,1,0,0,22,0,0,0,0,0,0
578,0.03940397350993378,16,0,0,0,0,0,1,0,0,0,0,0,0
1121,0.03940397350993378,15,0,0,2,0,0,40,1,0,0,0,0,9
2679,0.03940397350993378,8,0,0,0,0,0,10,1,0,0,0,0,0
1306,0.03923841059602649,15,0,0,0,0,0,60,2,0,0,0,0,0
1829,0.03923841059602649,12,0,0,1,0,0,0,4,0,0,0,0,0
1142,0.03923841059602649,6,0,0,0,0,0,14,1,0,0,0,0,0
2148,0.0390728476821192,9,0,0,2,0,0,12,13,0,0,2,0,9
1097,0.0390728476821192,8,0,0,1,0,0,12,0,0,0,0,0,0
1915,0.0390728476821192,8,0,0,6,0,0,27,0,0,0,0,0,2
640,0.0390728476821192,5,0,0,2,0,0,1,0,0,0,0,0,0
2055,0.03890728476821192,6,0,0,1,0,0,17,2,0,0,0,0,0
1324,0.03890728476821192,12,0,0,1,0,0,0,0,0,0,0,0,0
2214,0.03890728476821192,9,0,0,1,0,0,87,0,0,0,8,0,2
1654,0.03890728476821192,12,0,0,0,0,0,77,1,0,0,0,0,0
2056,0.038741721854304634,9,0,0,0,0,0,8,0,0,0,0,0,2
653,0.038741721854304634,14,0,0,0,0,0,0,1,0,0,0,0,0
2047,0.038741721854304634,12,0,0,3,0,0,43,3,0,0,0,0,0
2300,0.03857615894039735,13,0,0,3,0,0,36,9,49,0,0,0,11
1335,0.03857615894039735,9,0,0,0,0,0,3,0,0,0,0,0,0
1175,0.03857615894039735,2,0,0,0,0,0,1,5,0,0,0,0,0
1969,0.03857615894039735,12,0,0,4,0,0,0,0,0,0,0,0,0
1903,0.03857615894039735,13,0,0,2,0,0,21,0,0,0,0,0,0
823,0.038410596026490065,7,0,0,2,0,0,4,17,0,0,0,0,0
181,0.038410596026490065,19,0,0,0,0,0,0,0,0,0,0,0,0
1314,0.038410596026490065,4,0,0,1,0,0,53,0,0,0,0,0,0
948,0.038410596026490065,13,0,0,5,0,0,1,0,0,0,67,0,5
413,0.038410596026490065,13,0,0,0,0,0,0,0,0,0,0,0,1
440,0.038410596026490065,8,0,0,0,0,0,39,0,0,0,0,0,0
1411,0.03824503311258278,7,0,0,0,0,0,3,0,0,0,0,0,0
1220,0.03824503311258278,11,0,0,1,0,0,26,12,0,0,0,0,0
1576,0.03824503311258278,15,0,0,1,0,0,0,0,0,0,0,0,8
2028,0.03824503311258278,9,0,0,0,0,0,0,0,0,0,0,0,0
1125,0.0380794701986755,12,0,0,1,0,0,7,0,0,0,0,0,0
1682,0.0380794701986755,15,0,0,4,0,0,81,2,0,0,0,0,0
1906,0.0380794701986755,8,0,0,2,0,0,18,0,0,0,0,0,0
2231,0.0380794701986755,13,0,0,0,0,0,41,872,36,0,0,0,0
2425,0.03791390728476821,17,0,0,1,0,0,75,17,0,0,0,0,0
1878,0.03791390728476821,7,0,0,1,0,0,4,0,0,0,0,0,0
1398,0.03774834437086093,7,0,0,2,0,0,0,0,0,0,0,0,0
1605,0.03774834437086093,15,0,0,7,0,0,62,97,2,0,0,0,1
